"","mNeighborhood","YearMonth","Gun","Any.Weapon","Num.Crimes"
"5406","Quinnipiac",200811,"0",1,17
"5407","West River",200811,"0",1,16
"5408","West Rock",200811,"0",1,13
"5409","Westville",200811,"0",1,2
"5410","Wooster Square/Mill River",200811,"0",1,20
"5411","Amity",200812,"0",1,15
"5412","Annex",200812,"0",1,15
"5413","Beaver Hills",200812,"0",1,11
"5414","Dixwell",200812,"0",1,19
"5415","Downtown",200812,"0",1,28
"5416","Dwight",200812,"0",1,15
"5417","East Rock",200812,"0",1,13
"5418","East Shore",200812,"0",1,5
"5419","Edgewood",200812,"0",1,14
"5420","Fair Haven",200812,"0",1,63
"5421","Fair Haven Heights",200812,"0",1,16
"5422","Hill",200812,"0",1,82
"5423","Long Wharf",200812,"0",1,7
"5424","Newhallville",200812,"0",1,34
"5425","Prospect Hill",200812,"0",1,11
"5426","Quinnipiac",200812,"0",1,9
"5427","West River",200812,"0",1,22
"5428","West Rock",200812,"0",1,13
"5429","Westville",200812,"0",1,5
"5430","Wooster Square/Mill River",200812,"0",1,11
"5431","Amity",200901,"0",1,19
"5432","Annex",200901,"0",1,9
"5433","Beaver Hills",200901,"0",1,12
"5434","Dixwell",200901,"0",1,17
"5435","Downtown",200901,"0",1,32
"5436","Dwight",200901,"0",1,18
"5437","East Rock",200901,"0",1,10
"5438","East Shore",200901,"0",1,4
"5439","Edgewood",200901,"0",1,19
"5440","Fair Haven",200901,"0",1,48
"5441","Fair Haven Heights",200901,"0",1,12
"5442","Hill",200901,"0",1,54
"5443","Long Wharf",200901,"0",1,6
"5444","Newhallville",200901,"0",1,34
"5445","Prospect Hill",200901,"0",1,6
"5446","Quinnipiac",200901,"0",1,10
"5447","West River",200901,"0",1,18
"5448","West Rock",200901,"0",1,13
"5449","Westville",200901,"0",1,5
"5450","Wooster Square/Mill River",200901,"0",1,15
"5451","Amity",200902,"0",1,13
"5452","Annex",200902,"0",1,9
"5453","Beaver Hills",200902,"0",1,10
"5454","Dixwell",200902,"0",1,17
"5455","Downtown",200902,"0",1,29
"5456","Dwight",200902,"0",1,13
"5457","East Rock",200902,"0",1,10
"5458","East Shore",200902,"0",1,4
"5459","Edgewood",200902,"0",1,17
"5460","Fair Haven",200902,"0",1,45
"5461","Fair Haven Heights",200902,"0",1,4
"5462","Hill",200902,"0",1,56
"5463","Long Wharf",200902,"0",1,9
"5464","Newhallville",200902,"0",1,29
"5465","Prospect Hill",200902,"0",1,2
"5466","Quinnipiac",200902,"0",1,8
"5467","West River",200902,"0",1,18
"5468","West Rock",200902,"0",1,16
"5469","Westville",200902,"0",1,4
"5470","Wooster Square/Mill River",200902,"0",1,15
"5471","Amity",200903,"0",1,15
"5472","Annex",200903,"0",1,16
"5473","Beaver Hills",200903,"0",1,21
"5474","Dixwell",200903,"0",1,15
"5475","Downtown",200903,"0",1,37
"5476","Dwight",200903,"0",1,14
"5477","East Rock",200903,"0",1,12
"5478","East Shore",200903,"0",1,3
"5479","Edgewood",200903,"0",1,12
"5480","Fair Haven",200903,"0",1,67
"5481","Fair Haven Heights",200903,"0",1,6
"5482","Hill",200903,"0",1,68
"5483","Long Wharf",200903,"0",1,10
"5484","Newhallville",200903,"0",1,36
"5485","Prospect Hill",200903,"0",1,6
"5486","Quinnipiac",200903,"0",1,5
"5487","West River",200903,"0",1,13
"5488","West Rock",200903,"0",1,21
"5489","Westville",200903,"0",1,9
"5490","Wooster Square/Mill River",200903,"0",1,16
"5491","Amity",200904,"0",1,13
"5492","Annex",200904,"0",1,10
"5493","Beaver Hills",200904,"0",1,17
"5494","Dixwell",200904,"0",1,17
"5495","Downtown",200904,"0",1,26
"5496","Dwight",200904,"0",1,33
"5497","East Rock",200904,"0",1,14
"5498","East Shore",200904,"0",1,3
"5499","Edgewood",200904,"0",1,16
"5500","Fair Haven",200904,"0",1,64
"5501","Fair Haven Heights",200904,"0",1,3
"5502","Hill",200904,"0",1,78
"5503","Long Wharf",200904,"0",1,2
"5504","Newhallville",200904,"0",1,27
"5505","Prospect Hill",200904,"0",1,9
"5506","Quinnipiac",200904,"0",1,13
"5507","West River",200904,"0",1,23
"5508","West Rock",200904,"0",1,15
"5509","Westville",200904,"0",1,9
"5510","Wooster Square/Mill River",200904,"0",1,16
"5511","Amity",200905,"0",1,10
"5512","Annex",200905,"0",1,15
"5513","Beaver Hills",200905,"0",1,12
"5514","Dixwell",200905,"0",1,25
"5515","Downtown",200905,"0",1,36
"5516","Dwight",200905,"0",1,26
"5517","East Rock",200905,"0",1,3
"5518","East Shore",200905,"0",1,6
"5519","Edgewood",200905,"0",1,21
"5520","Fair Haven",200905,"0",1,69
"5521","Fair Haven Heights",200905,"0",1,11
"5522","Hill",200905,"0",1,76
"5523","Long Wharf",200905,"0",1,10
"5524","Newhallville",200905,"0",1,30
"5525","Prospect Hill",200905,"0",1,9
"5526","Quinnipiac",200905,"0",1,17
"5527","West River",200905,"0",1,16
"5528","West Rock",200905,"0",1,20
"5529","Westville",200905,"0",1,4
"5530","Wooster Square/Mill River",200905,"0",1,9
"5531","Amity",200906,"0",1,10
"5532","Annex",200906,"0",1,19
"5533","Beaver Hills",200906,"0",1,14
"5534","Dixwell",200906,"0",1,12
"5535","Downtown",200906,"0",1,28
"5536","Dwight",200906,"0",1,25
"5537","East Rock",200906,"0",1,4
"5538","East Shore",200906,"0",1,3
"5539","Edgewood",200906,"0",1,26
"5540","Fair Haven",200906,"0",1,74
"5541","Fair Haven Heights",200906,"0",1,10
"5542","Hill",200906,"0",1,84
"5543","Long Wharf",200906,"0",1,10
"5544","Newhallville",200906,"0",1,37
"5545","Prospect Hill",200906,"0",1,6
"5546","Quinnipiac",200906,"0",1,19
"5547","West River",200906,"0",1,23
"5548","West Rock",200906,"0",1,10
"5549","Westville",200906,"0",1,4
"5550","Wooster Square/Mill River",200906,"0",1,18
"5551","Amity",200907,"0",1,20
"5552","Annex",200907,"0",1,14
"5553","Beaver Hills",200907,"0",1,11
"5554","Dixwell",200907,"0",1,23
"5555","Downtown",200907,"0",1,21
"5556","Dwight",200907,"0",1,19
"5557","East Rock",200907,"0",1,7
"5558","East Shore",200907,"0",1,4
"5559","Edgewood",200907,"0",1,24
"5560","Fair Haven",200907,"0",1,45
"5561","Fair Haven Heights",200907,"0",1,14
"5562","Hill",200907,"0",1,84
"5563","Long Wharf",200907,"0",1,9
"5564","Newhallville",200907,"0",1,37
"5565","Prospect Hill",200907,"0",1,5
"5566","Quinnipiac",200907,"0",1,16
"5567","West River",200907,"0",1,21
"5568","West Rock",200907,"0",1,15
"5569","Westville",200907,"0",1,4
"5570","Wooster Square/Mill River",200907,"0",1,15
"5571","Amity",200908,"0",1,10
"5572","Annex",200908,"0",1,11
"5573","Beaver Hills",200908,"0",1,9
"5574","Dixwell",200908,"0",1,19
"5575","Downtown",200908,"0",1,39
"5576","Dwight",200908,"0",1,20
"5577","East Rock",200908,"0",1,3
"5578","East Shore",200908,"0",1,6
"5579","Edgewood",200908,"0",1,13
"5580","Fair Haven",200908,"0",1,61
"5581","Fair Haven Heights",200908,"0",1,10
"5582","Hill",200908,"0",1,79
"5583","Long Wharf",200908,"0",1,6
"5584","Newhallville",200908,"0",1,40
"5585","Prospect Hill",200908,"0",1,7
"5586","Quinnipiac",200908,"0",1,11
"5587","West River",200908,"0",1,31
"5588","West Rock",200908,"0",1,12
"5589","Westville",200908,"0",1,4
"5590","Wooster Square/Mill River",200908,"0",1,24
"5591","Amity",200909,"0",1,21
"5592","Annex",200909,"0",1,14
"5593","Beaver Hills",200909,"0",1,9
"5594","Dixwell",200909,"0",1,21
"5595","Downtown",200909,"0",1,39
"5596","Dwight",200909,"0",1,21
"5597","East Rock",200909,"0",1,10
"5598","East Shore",200909,"0",1,2
"5599","Edgewood",200909,"0",1,18
"5600","Fair Haven",200909,"0",1,79
"5601","Fair Haven Heights",200909,"0",1,11
"5602","Hill",200909,"0",1,74
"5603","Long Wharf",200909,"0",1,7
"5604","Newhallville",200909,"0",1,29
"5605","Prospect Hill",200909,"0",1,3
"5606","Quinnipiac",200909,"0",1,15
"5607","West River",200909,"0",1,17
"5608","West Rock",200909,"0",1,20
"5609","Westville",200909,"0",1,8
"5610","Wooster Square/Mill River",200909,"0",1,17
"5611","Amity",200910,"0",1,18
"5612","Annex",200910,"0",1,10
"5613","Beaver Hills",200910,"0",1,11
"5614","Dixwell",200910,"0",1,19
"5615","Downtown",200910,"0",1,46
"5616","Dwight",200910,"0",1,26
"5617","East Rock",200910,"0",1,11
"5618","East Shore",200910,"0",1,2
"5619","Edgewood",200910,"0",1,13
"5620","Fair Haven",200910,"0",1,59
"5621","Fair Haven Heights",200910,"0",1,13
"5622","Hill",200910,"0",1,73
"5623","Long Wharf",200910,"0",1,11
"5624","Newhallville",200910,"0",1,32
"5625","Prospect Hill",200910,"0",1,5
"5626","Quinnipiac",200910,"0",1,11
"5627","West River",200910,"0",1,11
"5628","West Rock",200910,"0",1,17
"5629","Westville",200910,"0",1,3
"5630","Wooster Square/Mill River",200910,"0",1,14
"5631","Amity",200911,"0",1,13
"5632","Annex",200911,"0",1,14
"5633","Beaver Hills",200911,"0",1,13
"5634","Dixwell",200911,"0",1,20
"5635","Downtown",200911,"0",1,33
"5636","Dwight",200911,"0",1,17
"5637","East Rock",200911,"0",1,10
"5638","East Shore",200911,"0",1,2
"5639","Edgewood",200911,"0",1,5
"5640","Fair Haven",200911,"0",1,58
"5641","Fair Haven Heights",200911,"0",1,10
"5642","Hill",200911,"0",1,74
"5643","Long Wharf",200911,"0",1,9
"5644","Newhallville",200911,"0",1,39
"5645","Prospect Hill",200911,"0",1,5
"5646","Quinnipiac",200911,"0",1,13
"5647","West River",200911,"0",1,25
"5648","West Rock",200911,"0",1,15
"5649","Westville",200911,"0",1,2
"5650","Wooster Square/Mill River",200911,"0",1,9
"5651","Amity",200912,"0",1,10
"5652","Annex",200912,"0",1,4
"5653","Beaver Hills",200912,"0",1,8
"5654","Dixwell",200912,"0",1,17
"5655","Downtown",200912,"0",1,38
"5656","Dwight",200912,"0",1,13
"5657","East Rock",200912,"0",1,14
"5658","East Shore",200912,"0",1,1
"5659","Edgewood",200912,"0",1,21
"5660","Fair Haven",200912,"0",1,47
"5661","Fair Haven Heights",200912,"0",1,11
"5662","Hill",200912,"0",1,58
"5663","Long Wharf",200912,"0",1,7
"5664","Newhallville",200912,"0",1,26
"5665","Prospect Hill",200912,"0",1,1
"5666","Quinnipiac",200912,"0",1,11
"5667","West River",200912,"0",1,14
"5668","West Rock",200912,"0",1,12
"5669","Westville",200912,"0",1,6
"5670","Wooster Square/Mill River",200912,"0",1,13
"5671","Amity",201001,"0",1,7
"5672","Annex",201001,"0",1,13
"5673","Beaver Hills",201001,"0",1,7
"5674","Dixwell",201001,"0",1,18
"5675","Downtown",201001,"0",1,22
"5676","Dwight",201001,"0",1,18
"5677","East Rock",201001,"0",1,13
"5678","East Shore",201001,"0",1,3
"5679","Edgewood",201001,"0",1,14
"5680","Fair Haven",201001,"0",1,32
"5681","Fair Haven Heights",201001,"0",1,12
"5682","Hill",201001,"0",1,49
"5683","Long Wharf",201001,"0",1,11
"5684","Newhallville",201001,"0",1,21
"5685","Prospect Hill",201001,"0",1,2
"5686","Quinnipiac",201001,"0",1,8
"5687","West River",201001,"0",1,19
"5688","West Rock",201001,"0",1,11
"5689","Westville",201001,"0",1,3
"5690","Wooster Square/Mill River",201001,"0",1,16
"5691","Amity",201002,"0",1,8
"5692","Annex",201002,"0",1,9
"5693","Beaver Hills",201002,"0",1,10
"5694","Dixwell",201002,"0",1,14
"5695","Downtown",201002,"0",1,25
"5696","Dwight",201002,"0",1,25
"5697","East Rock",201002,"0",1,7
"5698","East Shore",201002,"0",1,3
"5699","Edgewood",201002,"0",1,9
"5700","Fair Haven",201002,"0",1,28
"5701","Fair Haven Heights",201002,"0",1,6
"5702","Hill",201002,"0",1,56
"5703","Long Wharf",201002,"0",1,10
"5704","Newhallville",201002,"0",1,21
"5705","Prospect Hill",201002,"0",1,4
"5706","Quinnipiac",201002,"0",1,12
"5707","West River",201002,"0",1,10
"5708","West Rock",201002,"0",1,14
"5709","Westville",201002,"0",1,3
"5710","Wooster Square/Mill River",201002,"0",1,9
"5711","Amity",201003,"0",1,10
"5712","Annex",201003,"0",1,15
"5713","Beaver Hills",201003,"0",1,13
"5714","Dixwell",201003,"0",1,26
"5715","Downtown",201003,"0",1,46
"5716","Dwight",201003,"0",1,16
"5717","East Rock",201003,"0",1,9
"5718","East Shore",201003,"0",1,1
"5719","Edgewood",201003,"0",1,13
"5720","Fair Haven",201003,"0",1,51
"5721","Fair Haven Heights",201003,"0",1,14
"5722","Hill",201003,"0",1,65
"5723","Long Wharf",201003,"0",1,9
"5724","Newhallville",201003,"0",1,25
"5725","Prospect Hill",201003,"0",1,2
"5726","Quinnipiac",201003,"0",1,6
"5727","West River",201003,"0",1,28
"5728","West Rock",201003,"0",1,7
"5729","Westville",201003,"0",1,2
"5730","Wooster Square/Mill River",201003,"0",1,16
"5731","Amity",201004,"0",1,12
"5732","Annex",201004,"0",1,14
"5733","Beaver Hills",201004,"0",1,13
"5734","Dixwell",201004,"0",1,15
"5735","Downtown",201004,"0",1,38
"5736","Dwight",201004,"0",1,25
"5737","East Rock",201004,"0",1,1
"5738","East Shore",201004,"0",1,3
"5739","Edgewood",201004,"0",1,22
"5740","Fair Haven",201004,"0",1,55
"5741","Fair Haven Heights",201004,"0",1,13
"5742","Hill",201004,"0",1,74
"5743","Long Wharf",201004,"0",1,6
"5744","Newhallville",201004,"0",1,32
"5745","Prospect Hill",201004,"0",1,7
"5746","Quinnipiac",201004,"0",1,8
"5747","West River",201004,"0",1,16
"5748","West Rock",201004,"0",1,16
"5749","Westville",201004,"0",1,2
"5750","Wooster Square/Mill River",201004,"0",1,21
"5751","Amity",201005,"0",1,9
"5752","Annex",201005,"0",1,10
"5753","Beaver Hills",201005,"0",1,15
"5754","Dixwell",201005,"0",1,26
"5755","Downtown",201005,"0",1,46
"5756","Dwight",201005,"0",1,14
"5757","East Rock",201005,"0",1,8
"5758","East Shore",201005,"0",1,3
"5759","Edgewood",201005,"0",1,18
"5760","Fair Haven",201005,"0",1,57
"5761","Fair Haven Heights",201005,"0",1,10
"5762","Hill",201005,"0",1,58
"5763","Long Wharf",201005,"0",1,5
"5764","Newhallville",201005,"0",1,27
"5765","Prospect Hill",201005,"0",1,7
"5766","Quinnipiac",201005,"0",1,8
"5767","West River",201005,"0",1,27
"5768","West Rock",201005,"0",1,10
"5769","Wooster Square/Mill River",201005,"0",1,23
"5770","Amity",201006,"0",1,8
"5771","Annex",201006,"0",1,11
"5772","Beaver Hills",201006,"0",1,8
"5773","Dixwell",201006,"0",1,20
"5774","Downtown",201006,"0",1,25
"5775","Dwight",201006,"0",1,11
"5776","East Rock",201006,"0",1,6
"5777","East Shore",201006,"0",1,1
"5778","Edgewood",201006,"0",1,22
"5779","Fair Haven",201006,"0",1,62
"5780","Fair Haven Heights",201006,"0",1,12
"5781","Hill",201006,"0",1,79
"5782","Long Wharf",201006,"0",1,8
"5783","Newhallville",201006,"0",1,47
"5784","Prospect Hill",201006,"0",1,11
"5785","Quinnipiac",201006,"0",1,17
"5786","West River",201006,"0",1,16
"5787","West Rock",201006,"0",1,14
"5788","Westville",201006,"0",1,1
"5789","Wooster Square/Mill River",201006,"0",1,17
"5790","Amity",201007,"0",1,12
"5791","Annex",201007,"0",1,16
"5792","Beaver Hills",201007,"0",1,14
"5793","Dixwell",201007,"0",1,27
"5794","Downtown",201007,"0",1,31
"5795","Dwight",201007,"0",1,22
"5796","East Rock",201007,"0",1,8
"5797","East Shore",201007,"0",1,7
"5798","Edgewood",201007,"0",1,17
"5799","Fair Haven",201007,"0",1,61
"5800","Fair Haven Heights",201007,"0",1,11
"5801","Hill",201007,"0",1,66
"5802","Long Wharf",201007,"0",1,7
"5803","Newhallville",201007,"0",1,33
"5804","Prospect Hill",201007,"0",1,4
"5805","Quinnipiac",201007,"0",1,16
"5806","West River",201007,"0",1,25
"5807","West Rock",201007,"0",1,21
"5808","Westville",201007,"0",1,4
"5809","Wooster Square/Mill River",201007,"0",1,15
"5810","Amity",201008,"0",1,11
"5811","Annex",201008,"0",1,17
"5812","Beaver Hills",201008,"0",1,13
"5813","Dixwell",201008,"0",1,15
"5814","Downtown",201008,"0",1,31
"5815","Dwight",201008,"0",1,25
"5816","East Rock",201008,"0",1,11
"5817","Edgewood",201008,"0",1,22
"5818","Fair Haven",201008,"0",1,54
"5819","Fair Haven Heights",201008,"0",1,13
"5820","Hill",201008,"0",1,81
"5821","Long Wharf",201008,"0",1,15
"5822","Newhallville",201008,"0",1,45
"5823","Prospect Hill",201008,"0",1,6
"5824","Quinnipiac",201008,"0",1,14
"5825","West River",201008,"0",1,27
"5826","West Rock",201008,"0",1,8
"5827","Westville",201008,"0",1,4
"5828","Wooster Square/Mill River",201008,"0",1,21
"5829","Amity",201009,"0",1,15
"5830","Annex",201009,"0",1,12
"5831","Beaver Hills",201009,"0",1,8
"5832","Dixwell",201009,"0",1,19
"5833","Downtown",201009,"0",1,35
"5834","Dwight",201009,"0",1,20
"5835","East Rock",201009,"0",1,7
"5836","East Shore",201009,"0",1,4
"5837","Edgewood",201009,"0",1,12
"5838","Fair Haven",201009,"0",1,58
"5839","Fair Haven Heights",201009,"0",1,13
"5840","Hill",201009,"0",1,66
"5841","Long Wharf",201009,"0",1,8
"5842","Newhallville",201009,"0",1,45
"5843","Prospect Hill",201009,"0",1,3
"5844","Quinnipiac",201009,"0",1,13
"5845","West River",201009,"0",1,21
"5846","West Rock",201009,"0",1,10
"5847","Westville",201009,"0",1,3
"5848","Wooster Square/Mill River",201009,"0",1,23
"5849","Amity",201010,"0",1,11
"5850","Annex",201010,"0",1,6
"5851","Beaver Hills",201010,"0",1,18
"5852","Dixwell",201010,"0",1,18
"5853","Downtown",201010,"0",1,35
"5854","Dwight",201010,"0",1,12
"5855","East Rock",201010,"0",1,6
"5856","East Shore",201010,"0",1,1
"5857","Edgewood",201010,"0",1,12
"5858","Fair Haven",201010,"0",1,67
"5859","Fair Haven Heights",201010,"0",1,13
"5860","Hill",201010,"0",1,72
"5861","Long Wharf",201010,"0",1,14
"5862","Newhallville",201010,"0",1,22
"5863","Prospect Hill",201010,"0",1,3
"5864","Quinnipiac",201010,"0",1,8
"5865","West River",201010,"0",1,16
"5866","West Rock",201010,"0",1,12
"5867","Westville",201010,"0",1,4
"5868","Wooster Square/Mill River",201010,"0",1,10
"5869","Amity",201011,"0",1,13
"5870","Annex",201011,"0",1,14
"5871","Beaver Hills",201011,"0",1,7
"5872","Dixwell",201011,"0",1,9
"5873","Downtown",201011,"0",1,31
"5874","Dwight",201011,"0",1,13
"5875","East Rock",201011,"0",1,8
"5876","East Shore",201011,"0",1,1
"5877","Edgewood",201011,"0",1,8
"5878","Fair Haven",201011,"0",1,48
"5879","Fair Haven Heights",201011,"0",1,12
"5880","Hill",201011,"0",1,67
"5881","Long Wharf",201011,"0",1,16
"5882","Newhallville",201011,"0",1,24
"5883","Prospect Hill",201011,"0",1,2
"5884","Quinnipiac",201011,"0",1,17
"5885","West River",201011,"0",1,17
"5886","West Rock",201011,"0",1,5
"5887","Westville",201011,"0",1,2
"5888","Wooster Square/Mill River",201011,"0",1,12
"5889","Amity",201012,"0",1,4
"5890","Annex",201012,"0",1,13
"5891","Beaver Hills",201012,"0",1,17
"5892","Dixwell",201012,"0",1,14
"5893","Downtown",201012,"0",1,34
"5894","Dwight",201012,"0",1,9
"5895","East Rock",201012,"0",1,7
"5896","East Shore",201012,"0",1,2
"5897","Edgewood",201012,"0",1,13
"5898","Fair Haven",201012,"0",1,50
"5899","Fair Haven Heights",201012,"0",1,11
"5900","Hill",201012,"0",1,54
"5901","Long Wharf",201012,"0",1,8
"5902","Newhallville",201012,"0",1,22
"5903","Prospect Hill",201012,"0",1,11
"5904","Quinnipiac",201012,"0",1,9
"5905","West River",201012,"0",1,21
"5906","West Rock",201012,"0",1,6
"5907","Westville",201012,"0",1,3
"5908","Wooster Square/Mill River",201012,"0",1,13
"5909","Amity",201101,"0",1,7
"5910","Annex",201101,"0",1,5
"5911","Beaver Hills",201101,"0",1,13
"5912","Dixwell",201101,"0",1,8
"5913","Downtown",201101,"0",1,24
"5914","Dwight",201101,"0",1,15
"5915","East Rock",201101,"0",1,9
"5916","East Shore",201101,"0",1,2
"5917","Edgewood",201101,"0",1,13
"5918","Fair Haven",201101,"0",1,41
"5919","Fair Haven Heights",201101,"0",1,8
"5920","Hill",201101,"0",1,56
"5921","Long Wharf",201101,"0",1,9
"5922","Newhallville",201101,"0",1,12
"5923","Prospect Hill",201101,"0",1,6
"5924","Quinnipiac",201101,"0",1,8
"5925","West River",201101,"0",1,22
"5926","West Rock",201101,"0",1,5
"5927","Westville",201101,"0",1,6
"5928","Wooster Square/Mill River",201101,"0",1,8
"5929","Amity",201102,"0",1,5
"5930","Annex",201102,"0",1,9
"5931","Beaver Hills",201102,"0",1,6
"5932","Dixwell",201102,"0",1,13
"5933","Downtown",201102,"0",1,18
"5934","Dwight",201102,"0",1,12
"5935","East Rock",201102,"0",1,7
"5936","Edgewood",201102,"0",1,10
"5937","Fair Haven",201102,"0",1,32
"5938","Fair Haven Heights",201102,"0",1,4
"5939","Hill",201102,"0",1,42
"5940","Long Wharf",201102,"0",1,6
"5941","Newhallville",201102,"0",1,22
"5942","Prospect Hill",201102,"0",1,9
"5943","Quinnipiac",201102,"0",1,6
"5944","West River",201102,"0",1,12
"5945","West Rock",201102,"0",1,15
"5946","Westville",201102,"0",1,3
"5947","Wooster Square/Mill River",201102,"0",1,14
"5948","Amity",201103,"0",1,13
"5949","Annex",201103,"0",1,13
"5950","Beaver Hills",201103,"0",1,4
"5951","Dixwell",201103,"0",1,14
"5952","Downtown",201103,"0",1,34
"5953","Dwight",201103,"0",1,8
"5954","East Rock",201103,"0",1,5
"5955","East Shore",201103,"0",1,1
"5956","Edgewood",201103,"0",1,13
"5957","Fair Haven",201103,"0",1,55
"5958","Fair Haven Heights",201103,"0",1,8
"5959","Hill",201103,"0",1,55
"5960","Long Wharf",201103,"0",1,8
"5961","Newhallville",201103,"0",1,30
"5962","Prospect Hill",201103,"0",1,3
"5963","Quinnipiac",201103,"0",1,19
"5964","West River",201103,"0",1,16
"5965","West Rock",201103,"0",1,7
"5966","Westville",201103,"0",1,3
"5967","Wooster Square/Mill River",201103,"0",1,11
"5968","Amity",201104,"0",1,8
"5969","Annex",201104,"0",1,8
"5970","Beaver Hills",201104,"0",1,8
"5971","Dixwell",201104,"0",1,10
"5972","Downtown",201104,"0",1,20
"5973","Dwight",201104,"0",1,21
"5974","East Rock",201104,"0",1,9
"5975","East Shore",201104,"0",1,2
"5976","Edgewood",201104,"0",1,16
"5977","Fair Haven",201104,"0",1,43
"5978","Fair Haven Heights",201104,"0",1,16
"5979","Hill",201104,"0",1,72
"5980","Long Wharf",201104,"0",1,6
"5981","Newhallville",201104,"0",1,30
"5982","Prospect Hill",201104,"0",1,8
"5983","Quinnipiac",201104,"0",1,16
"5984","West River",201104,"0",1,15
"5985","West Rock",201104,"0",1,15
"5986","Wooster Square/Mill River",201104,"0",1,17
"5987","Amity",201105,"0",1,13
"5988","Annex",201105,"0",1,12
"5989","Beaver Hills",201105,"0",1,5
"5990","Dixwell",201105,"0",1,30
"5991","Downtown",201105,"0",1,32
"5992","Dwight",201105,"0",1,21
"5993","East Rock",201105,"0",1,6
"5994","East Shore",201105,"0",1,3
"5995","Edgewood",201105,"0",1,9
"5996","Fair Haven",201105,"0",1,69
"5997","Fair Haven Heights",201105,"0",1,9
"5998","Hill",201105,"0",1,60
"5999","Long Wharf",201105,"0",1,12
"6000","Newhallville",201105,"0",1,24
"6001","Prospect Hill",201105,"0",1,8
"6002","Quinnipiac",201105,"0",1,9
"6003","West River",201105,"0",1,17
"6004","West Rock",201105,"0",1,11
"6005","Westville",201105,"0",1,1
"6006","Wooster Square/Mill River",201105,"0",1,9
"6007","Amity",201106,"0",1,11
"6008","Annex",201106,"0",1,12
"6009","Beaver Hills",201106,"0",1,18
"6010","Dixwell",201106,"0",1,15
"6011","Downtown",201106,"0",1,31
"6012","Dwight",201106,"0",1,24
"6013","East Rock",201106,"0",1,3
"6014","East Shore",201106,"0",1,5
"6015","Edgewood",201106,"0",1,17
"6016","Fair Haven",201106,"0",1,42
"6017","Fair Haven Heights",201106,"0",1,14
"6018","Hill",201106,"0",1,61
"6019","Long Wharf",201106,"0",1,10
"6020","Newhallville",201106,"0",1,39
"6021","Prospect Hill",201106,"0",1,1
"6022","Quinnipiac",201106,"0",1,17
"6023","West River",201106,"0",1,25
"6024","West Rock",201106,"0",1,12
"6025","Westville",201106,"0",1,2
"6026","Wooster Square/Mill River",201106,"0",1,15
"6027","Amity",201107,"0",1,12
"6028","Annex",201107,"0",1,12
"6029","Beaver Hills",201107,"0",1,17
"6030","Dixwell",201107,"0",1,26
"6031","Downtown",201107,"0",1,21
"6032","Dwight",201107,"0",1,20
"6033","East Rock",201107,"0",1,8
"6034","East Shore",201107,"0",1,1
"6035","Edgewood",201107,"0",1,20
"6036","Fair Haven",201107,"0",1,63
"6037","Fair Haven Heights",201107,"0",1,13
"6038","Hill",201107,"0",1,56
"6039","Long Wharf",201107,"0",1,8
"6040","Newhallville",201107,"0",1,35
"6041","Prospect Hill",201107,"0",1,2
"6042","Quinnipiac",201107,"0",1,19
"6043","West River",201107,"0",1,23
"6044","West Rock",201107,"0",1,14
"6045","Westville",201107,"0",1,6
"6046","Wooster Square/Mill River",201107,"0",1,8
"6047","Amity",201108,"0",1,11
"6048","Annex",201108,"0",1,15
"6049","Beaver Hills",201108,"0",1,9
"6050","Dixwell",201108,"0",1,14
"6051","Downtown",201108,"0",1,21
"6052","Dwight",201108,"0",1,9
"6053","East Rock",201108,"0",1,4
"6054","East Shore",201108,"0",1,3
"6055","Edgewood",201108,"0",1,15
"6056","Fair Haven",201108,"0",1,52
"6057","Fair Haven Heights",201108,"0",1,7
"6058","Hill",201108,"0",1,57
"6059","Long Wharf",201108,"0",1,8
"6060","Newhallville",201108,"0",1,28
"6061","Prospect Hill",201108,"0",1,3
"6062","Quinnipiac",201108,"0",1,9
"6063","West River",201108,"0",1,12
"6064","West Rock",201108,"0",1,18
"6065","Westville",201108,"0",1,5
"6066","Wooster Square/Mill River",201108,"0",1,15
"6067","Amity",201109,"0",1,16
"6068","Annex",201109,"0",1,8
"6069","Beaver Hills",201109,"0",1,8
"6070","Dixwell",201109,"0",1,18
"6071","Downtown",201109,"0",1,43
"6072","Dwight",201109,"0",1,14
"6073","East Rock",201109,"0",1,5
"6074","East Shore",201109,"0",1,2
"6075","Edgewood",201109,"0",1,11
"6076","Fair Haven",201109,"0",1,45
"6077","Fair Haven Heights",201109,"0",1,7
"6078","Hill",201109,"0",1,69
"6079","Long Wharf",201109,"0",1,12
"6080","Newhallville",201109,"0",1,22
"6081","Prospect Hill",201109,"0",1,3
"6082","Quinnipiac",201109,"0",1,12
"6083","West River",201109,"0",1,18
"6084","West Rock",201109,"0",1,7
"6085","Westville",201109,"0",1,4
"6086","Wooster Square/Mill River",201109,"0",1,10
"6087","Amity",201110,"0",1,3
"6088","Annex",201110,"0",1,7
"6089","Beaver Hills",201110,"0",1,9
"6090","Dixwell",201110,"0",1,24
"6091","Downtown",201110,"0",1,21
"6092","Dwight",201110,"0",1,15
"6093","East Rock",201110,"0",1,8
"6094","East Shore",201110,"0",1,2
"6095","Edgewood",201110,"0",1,17
"6096","Fair Haven",201110,"0",1,44
"6097","Fair Haven Heights",201110,"0",1,13
"6098","Hill",201110,"0",1,55
"6099","Long Wharf",201110,"0",1,15
