"","mNeighborhood","YearMonth","Gun","Any.Weapon","Num.Crimes"
"7451","Dwight",200406,"1",1,7
"7452","East Rock",200406,"1",1,2
"7453","East Shore",200406,"1",1,2
"7454","Edgewood",200406,"1",1,1
"7455","Fair Haven",200406,"1",1,18
"7456","Hill",200406,"1",1,17
"7457","Long Wharf",200406,"1",1,1
"7458","Newhallville",200406,"1",1,7
"7459","Prospect Hill",200406,"1",1,3
"7460","Quinnipiac",200406,"1",1,1
"7461","West River",200406,"1",1,10
"7462","West Rock",200406,"1",1,2
"7463","Westville",200406,"1",1,6
"7464","Wooster Square/Mill River",200406,"1",1,5
"7465","Amity",200407,"1",1,6
"7466","Annex",200407,"1",1,10
"7467","Beaver Hills",200407,"1",1,2
"7468","Dixwell",200407,"1",1,12
"7469","Downtown",200407,"1",1,1
"7470","Dwight",200407,"1",1,7
"7471","East Rock",200407,"1",1,2
"7472","Edgewood",200407,"1",1,13
"7473","Fair Haven",200407,"1",1,24
"7474","Fair Haven Heights",200407,"1",1,3
"7475","Hill",200407,"1",1,24
"7476","Newhallville",200407,"1",1,18
"7477","Prospect Hill",200407,"1",1,1
"7478","Quinnipiac",200407,"1",1,6
"7479","West River",200407,"1",1,5
"7480","West Rock",200407,"1",1,3
"7481","Westville",200407,"1",1,5
"7482","Wooster Square/Mill River",200407,"1",1,6
"7483","Amity",200408,"1",1,4
"7484","Annex",200408,"1",1,8
"7485","Beaver Hills",200408,"1",1,9
"7486","Dixwell",200408,"1",1,23
"7487","Downtown",200408,"1",1,4
"7488","Dwight",200408,"1",1,17
"7489","East Rock",200408,"1",1,3
"7490","Edgewood",200408,"1",1,9
"7491","Fair Haven",200408,"1",1,22
"7492","Fair Haven Heights",200408,"1",1,4
"7493","Hill",200408,"1",1,29
"7494","Long Wharf",200408,"1",1,1
"7495","Newhallville",200408,"1",1,22
"7496","Prospect Hill",200408,"1",1,1
"7497","Quinnipiac",200408,"1",1,2
"7498","West River",200408,"1",1,6
"7499","West Rock",200408,"1",1,4
"7500","Wooster Square/Mill River",200408,"1",1,9
"7501","Amity",200409,"1",1,4
"7502","Annex",200409,"1",1,5
"7503","Beaver Hills",200409,"1",1,3
"7504","Dixwell",200409,"1",1,18
"7505","Downtown",200409,"1",1,3
"7506","Dwight",200409,"1",1,10
"7507","East Rock",200409,"1",1,1
"7508","East Shore",200409,"1",1,2
"7509","Edgewood",200409,"1",1,12
"7510","Fair Haven",200409,"1",1,31
"7511","Hill",200409,"1",1,20
"7512","Long Wharf",200409,"1",1,1
"7513","Newhallville",200409,"1",1,9
"7514","Prospect Hill",200409,"1",1,2
"7515","Quinnipiac",200409,"1",1,3
"7516","West River",200409,"1",1,10
"7517","West Rock",200409,"1",1,9
"7518","Wooster Square/Mill River",200409,"1",1,6
"7519","Amity",200410,"1",1,5
"7520","Annex",200410,"1",1,4
"7521","Beaver Hills",200410,"1",1,11
"7522","Dixwell",200410,"1",1,10
"7523","Downtown",200410,"1",1,6
"7524","Dwight",200410,"1",1,5
"7525","East Shore",200410,"1",1,1
"7526","Edgewood",200410,"1",1,6
"7527","Fair Haven",200410,"1",1,20
"7528","Fair Haven Heights",200410,"1",1,4
"7529","Hill",200410,"1",1,45
"7530","Long Wharf",200410,"1",1,3
"7531","Newhallville",200410,"1",1,11
"7532","Quinnipiac",200410,"1",1,6
"7533","West River",200410,"1",1,9
"7534","West Rock",200410,"1",1,15
"7535","Wooster Square/Mill River",200410,"1",1,10
"7536","Amity",200411,"1",1,5
"7537","Annex",200411,"1",1,2
"7538","Beaver Hills",200411,"1",1,4
"7539","Dixwell",200411,"1",1,10
"7540","Downtown",200411,"1",1,13
"7541","Dwight",200411,"1",1,11
"7542","East Rock",200411,"1",1,2
"7543","Edgewood",200411,"1",1,14
"7544","Fair Haven",200411,"1",1,23
"7545","Fair Haven Heights",200411,"1",1,6
"7546","Hill",200411,"1",1,29
"7547","Long Wharf",200411,"1",1,7
"7548","Newhallville",200411,"1",1,16
"7549","Prospect Hill",200411,"1",1,1
"7550","Quinnipiac",200411,"1",1,6
"7551","West River",200411,"1",1,4
"7552","West Rock",200411,"1",1,9
"7553","Wooster Square/Mill River",200411,"1",1,10
"7554","Amity",200412,"1",1,11
"7555","Annex",200412,"1",1,8
"7556","Beaver Hills",200412,"1",1,5
"7557","Dixwell",200412,"1",1,10
"7558","Downtown",200412,"1",1,3
"7559","Dwight",200412,"1",1,11
"7560","East Rock",200412,"1",1,6
"7561","East Shore",200412,"1",1,1
"7562","Edgewood",200412,"1",1,5
"7563","Fair Haven",200412,"1",1,39
"7564","Fair Haven Heights",200412,"1",1,2
"7565","Hill",200412,"1",1,26
"7566","Newhallville",200412,"1",1,8
"7567","Prospect Hill",200412,"1",1,1
"7568","Quinnipiac",200412,"1",1,5
"7569","West River",200412,"1",1,5
"7570","West Rock",200412,"1",1,8
"7571","Wooster Square/Mill River",200412,"1",1,9
"7572","Amity",200501,"1",1,2
"7573","Annex",200501,"1",1,5
"7574","Beaver Hills",200501,"1",1,4
"7575","Dixwell",200501,"1",1,7
"7576","Downtown",200501,"1",1,4
"7577","Dwight",200501,"1",1,8
"7578","Edgewood",200501,"1",1,9
"7579","Fair Haven",200501,"1",1,23
"7580","Fair Haven Heights",200501,"1",1,1
"7581","Hill",200501,"1",1,13
"7582","Long Wharf",200501,"1",1,6
"7583","Newhallville",200501,"1",1,24
"7584","Quinnipiac",200501,"1",1,6
"7585","West River",200501,"1",1,4
"7586","West Rock",200501,"1",1,3
"7587","Westville",200501,"1",1,1
"7588","Wooster Square/Mill River",200501,"1",1,3
"7589","Amity",200502,"1",1,2
"7590","Annex",200502,"1",1,1
"7591","Beaver Hills",200502,"1",1,4
"7592","Dixwell",200502,"1",1,12
"7593","Downtown",200502,"1",1,5
"7594","Dwight",200502,"1",1,9
"7595","East Rock",200502,"1",1,6
"7596","Edgewood",200502,"1",1,10
"7597","Fair Haven",200502,"1",1,14
"7598","Fair Haven Heights",200502,"1",1,4
"7599","Hill",200502,"1",1,24
"7600","Long Wharf",200502,"1",1,3
"7601","Newhallville",200502,"1",1,8
"7602","Prospect Hill",200502,"1",1,3
"7603","West River",200502,"1",1,10
"7604","West Rock",200502,"1",1,5
"7605","Westville",200502,"1",1,2
"7606","Wooster Square/Mill River",200502,"1",1,5
"7607","Amity",200503,"1",1,1
"7608","Annex",200503,"1",1,1
"7609","Beaver Hills",200503,"1",1,4
"7610","Dixwell",200503,"1",1,5
"7611","Downtown",200503,"1",1,6
"7612","Dwight",200503,"1",1,10
"7613","East Rock",200503,"1",1,3
"7614","Edgewood",200503,"1",1,11
"7615","Fair Haven",200503,"1",1,24
"7616","Fair Haven Heights",200503,"1",1,4
"7617","Hill",200503,"1",1,24
"7618","Long Wharf",200503,"1",1,3
"7619","Newhallville",200503,"1",1,17
"7620","Prospect Hill",200503,"1",1,2
"7621","Quinnipiac",200503,"1",1,4
"7622","West River",200503,"1",1,4
"7623","West Rock",200503,"1",1,3
"7624","Wooster Square/Mill River",200503,"1",1,7
"7625","Amity",200504,"1",1,3
"7626","Beaver Hills",200504,"1",1,9
"7627","Dixwell",200504,"1",1,18
"7628","Downtown",200504,"1",1,11
"7629","Dwight",200504,"1",1,12
"7630","East Rock",200504,"1",1,2
"7631","Edgewood",200504,"1",1,5
"7632","Fair Haven",200504,"1",1,19
"7633","Fair Haven Heights",200504,"1",1,3
"7634","Hill",200504,"1",1,26
"7635","Newhallville",200504,"1",1,20
"7636","Prospect Hill",200504,"1",1,4
"7637","Quinnipiac",200504,"1",1,6
"7638","West River",200504,"1",1,12
"7639","West Rock",200504,"1",1,6
"7640","Westville",200504,"1",1,1
"7641","Wooster Square/Mill River",200504,"1",1,5
"7642","Amity",200505,"1",1,10
"7643","Annex",200505,"1",1,2
"7644","Beaver Hills",200505,"1",1,4
"7645","Dixwell",200505,"1",1,18
"7646","Downtown",200505,"1",1,9
"7647","Dwight",200505,"1",1,14
"7648","East Rock",200505,"1",1,1
"7649","Edgewood",200505,"1",1,12
"7650","Fair Haven",200505,"1",1,20
"7651","Fair Haven Heights",200505,"1",1,1
"7652","Hill",200505,"1",1,21
"7653","Long Wharf",200505,"1",1,1
"7654","Newhallville",200505,"1",1,17
"7655","Prospect Hill",200505,"1",1,2
"7656","Quinnipiac",200505,"1",1,5
"7657","West River",200505,"1",1,3
"7658","West Rock",200505,"1",1,5
"7659","Wooster Square/Mill River",200505,"1",1,8
"7660","Amity",200506,"1",1,7
"7661","Annex",200506,"1",1,10
"7662","Beaver Hills",200506,"1",1,5
"7663","Dixwell",200506,"1",1,14
"7664","Downtown",200506,"1",1,4
"7665","Dwight",200506,"1",1,9
"7666","East Rock",200506,"1",1,4
"7667","East Shore",200506,"1",1,1
"7668","Edgewood",200506,"1",1,7
"7669","Fair Haven",200506,"1",1,39
"7670","Fair Haven Heights",200506,"1",1,10
"7671","Hill",200506,"1",1,23
"7672","Long Wharf",200506,"1",1,3
"7673","Newhallville",200506,"1",1,16
"7674","Prospect Hill",200506,"1",1,4
"7675","Quinnipiac",200506,"1",1,7
"7676","West River",200506,"1",1,8
"7677","West Rock",200506,"1",1,4
"7678","Westville",200506,"1",1,2
"7679","Wooster Square/Mill River",200506,"1",1,6
"7680","Amity",200507,"1",1,8
"7681","Beaver Hills",200507,"1",1,15
"7682","Dixwell",200507,"1",1,21
"7683","Downtown",200507,"1",1,2
"7684","Dwight",200507,"1",1,7
"7685","East Rock",200507,"1",1,4
"7686","Edgewood",200507,"1",1,15
"7687","Fair Haven",200507,"1",1,35
"7688","Fair Haven Heights",200507,"1",1,2
"7689","Hill",200507,"1",1,29
"7690","Long Wharf",200507,"1",1,5
"7691","Newhallville",200507,"1",1,22
"7692","Prospect Hill",200507,"1",1,7
"7693","Quinnipiac",200507,"1",1,3
"7694","West River",200507,"1",1,6
"7695","West Rock",200507,"1",1,6
"7696","Wooster Square/Mill River",200507,"1",1,8
"7697","Amity",200508,"1",1,10
"7698","Annex",200508,"1",1,2
"7699","Dixwell",200508,"1",1,24
"7700","Downtown",200508,"1",1,9
"7701","Dwight",200508,"1",1,17
"7702","East Rock",200508,"1",1,7
"7703","Edgewood",200508,"1",1,8
"7704","Fair Haven",200508,"1",1,42
"7705","Fair Haven Heights",200508,"1",1,4
"7706","Hill",200508,"1",1,43
"7707","Long Wharf",200508,"1",1,8
"7708","Newhallville",200508,"1",1,30
"7709","Prospect Hill",200508,"1",1,4
"7710","Quinnipiac",200508,"1",1,4
"7711","West River",200508,"1",1,3
"7712","West Rock",200508,"1",1,7
"7713","Westville",200508,"1",1,2
"7714","Wooster Square/Mill River",200508,"1",1,7
"7715","Amity",200509,"1",1,3
"7716","Annex",200509,"1",1,2
"7717","Beaver Hills",200509,"1",1,7
"7718","Dixwell",200509,"1",1,20
"7719","Downtown",200509,"1",1,11
"7720","Dwight",200509,"1",1,19
"7721","East Rock",200509,"1",1,7
"7722","East Shore",200509,"1",1,2
"7723","Edgewood",200509,"1",1,9
"7724","Fair Haven",200509,"1",1,35
"7725","Fair Haven Heights",200509,"1",1,1
"7726","Hill",200509,"1",1,25
"7727","Newhallville",200509,"1",1,27
"7728","Prospect Hill",200509,"1",1,6
"7729","Quinnipiac",200509,"1",1,10
"7730","West River",200509,"1",1,11
"7731","West Rock",200509,"1",1,4
"7732","Wooster Square/Mill River",200509,"1",1,11
"7733","Amity",200510,"1",1,3
"7734","Annex",200510,"1",1,4
"7735","Beaver Hills",200510,"1",1,3
"7736","Dixwell",200510,"1",1,23
"7737","Downtown",200510,"1",1,10
"7738","Dwight",200510,"1",1,11
"7739","East Shore",200510,"1",1,4
"7740","Edgewood",200510,"1",1,19
"7741","Fair Haven",200510,"1",1,46
"7742","Fair Haven Heights",200510,"1",1,10
"7743","Hill",200510,"1",1,35
"7744","Long Wharf",200510,"1",1,3
"7745","Newhallville",200510,"1",1,9
"7746","Prospect Hill",200510,"1",1,6
"7747","Quinnipiac",200510,"1",1,3
"7748","West River",200510,"1",1,6
"7749","West Rock",200510,"1",1,10
"7750","Westville",200510,"1",1,1
"7751","Wooster Square/Mill River",200510,"1",1,7
"7752","Amity",200511,"1",1,11
"7753","Annex",200511,"1",1,10
"7754","Beaver Hills",200511,"1",1,15
"7755","Dixwell",200511,"1",1,5
"7756","Downtown",200511,"1",1,7
"7757","Dwight",200511,"1",1,14
"7758","East Rock",200511,"1",1,3
"7759","Edgewood",200511,"1",1,9
"7760","Fair Haven",200511,"1",1,42
"7761","Fair Haven Heights",200511,"1",1,7
"7762","Hill",200511,"1",1,39
"7763","Long Wharf",200511,"1",1,5
"7764","Newhallville",200511,"1",1,20
"7765","Prospect Hill",200511,"1",1,2
"7766","Quinnipiac",200511,"1",1,1
"7767","West River",200511,"1",1,11
"7768","West Rock",200511,"1",1,16
"7769","Westville",200511,"1",1,4
"7770","Wooster Square/Mill River",200511,"1",1,8
"7771","Amity",200512,"1",1,2
"7772","Annex",200512,"1",1,1
"7773","Beaver Hills",200512,"1",1,6
"7774","Dixwell",200512,"1",1,9
"7775","Downtown",200512,"1",1,8
"7776","Dwight",200512,"1",1,8
"7777","East Rock",200512,"1",1,6
"7778","East Shore",200512,"1",1,1
"7779","Edgewood",200512,"1",1,5
"7780","Fair Haven",200512,"1",1,59
"7781","Fair Haven Heights",200512,"1",1,8
"7782","Hill",200512,"1",1,40
"7783","Long Wharf",200512,"1",1,2
"7784","Newhallville",200512,"1",1,19
"7785","Quinnipiac",200512,"1",1,6
"7786","West River",200512,"1",1,3
"7787","West Rock",200512,"1",1,8
"7788","Westville",200512,"1",1,3
"7789","Wooster Square/Mill River",200512,"1",1,4
"7790","Amity",200601,"1",1,7
"7791","Annex",200601,"1",1,6
"7792","Dixwell",200601,"1",1,15
"7793","Downtown",200601,"1",1,8
"7794","Dwight",200601,"1",1,12
"7795","East Rock",200601,"1",1,4
"7796","Edgewood",200601,"1",1,4
"7797","Fair Haven",200601,"1",1,40
"7798","Fair Haven Heights",200601,"1",1,3
"7799","Hill",200601,"1",1,20
"7800","Long Wharf",200601,"1",1,2
"7801","Newhallville",200601,"1",1,14
"7802","Prospect Hill",200601,"1",1,2
"7803","Quinnipiac",200601,"1",1,3
"7804","West River",200601,"1",1,14
"7805","West Rock",200601,"1",1,10
"7806","Westville",200601,"1",1,2
"7807","Wooster Square/Mill River",200601,"1",1,5
"7808","Amity",200602,"1",1,3
"7809","Annex",200602,"1",1,2
"7810","Beaver Hills",200602,"1",1,2
"7811","Dixwell",200602,"1",1,11
"7812","Downtown",200602,"1",1,5
"7813","Dwight",200602,"1",1,6
"7814","East Rock",200602,"1",1,5
"7815","Edgewood",200602,"1",1,9
"7816","Fair Haven",200602,"1",1,31
"7817","Fair Haven Heights",200602,"1",1,8
"7818","Hill",200602,"1",1,23
"7819","Long Wharf",200602,"1",1,3
"7820","Newhallville",200602,"1",1,12
"7821","Prospect Hill",200602,"1",1,1
"7822","Quinnipiac",200602,"1",1,9
"7823","West River",200602,"1",1,8
"7824","West Rock",200602,"1",1,5
"7825","Wooster Square/Mill River",200602,"1",1,5
"7826","Amity",200603,"1",1,7
"7827","Annex",200603,"1",1,4
"7828","Beaver Hills",200603,"1",1,1
"7829","Dixwell",200603,"1",1,6
"7830","Dwight",200603,"1",1,11
"7831","East Rock",200603,"1",1,1
"7832","Edgewood",200603,"1",1,10
"7833","Fair Haven",200603,"1",1,15
"7834","Fair Haven Heights",200603,"1",1,9
"7835","Hill",200603,"1",1,19
"7836","Newhallville",200603,"1",1,23
"7837","Quinnipiac",200603,"1",1,2
"7838","West River",200603,"1",1,1
"7839","West Rock",200603,"1",1,8
"7840","Wooster Square/Mill River",200603,"1",1,2
"7841","Amity",200604,"1",1,4
"7842","Annex",200604,"1",1,3
"7843","Beaver Hills",200604,"1",1,6
"7844","Dixwell",200604,"1",1,9
"7845","Downtown",200604,"1",1,9
"7846","Dwight",200604,"1",1,20
"7847","East Rock",200604,"1",1,1
"7848","Edgewood",200604,"1",1,9
"7849","Fair Haven",200604,"1",1,37
"7850","Fair Haven Heights",200604,"1",1,6
"7851","Hill",200604,"1",1,24
"7852","Long Wharf",200604,"1",1,4
"7853","Newhallville",200604,"1",1,20
"7854","Prospect Hill",200604,"1",1,2
"7855","Quinnipiac",200604,"1",1,7
"7856","West River",200604,"1",1,11
"7857","West Rock",200604,"1",1,3
"7858","Wooster Square/Mill River",200604,"1",1,7
"7859","Amity",200605,"1",1,2
"7860","Annex",200605,"1",1,4
"7861","Beaver Hills",200605,"1",1,2
"7862","Dixwell",200605,"1",1,20
"7863","Downtown",200605,"1",1,7
"7864","Dwight",200605,"1",1,19
"7865","East Rock",200605,"1",1,6
"7866","East Shore",200605,"1",1,4
"7867","Edgewood",200605,"1",1,14
"7868","Fair Haven",200605,"1",1,56
"7869","Fair Haven Heights",200605,"1",1,1
"7870","Hill",200605,"1",1,34
"7871","Long Wharf",200605,"1",1,1
"7872","Newhallville",200605,"1",1,18
"7873","Prospect Hill",200605,"1",1,2
"7874","Quinnipiac",200605,"1",1,11
"7875","West River",200605,"1",1,13
"7876","West Rock",200605,"1",1,4
"7877","Westville",200605,"1",1,7
"7878","Wooster Square/Mill River",200605,"1",1,8
"7879","Amity",200606,"1",1,6
"7880","Annex",200606,"1",1,4
"7881","Beaver Hills",200606,"1",1,10
"7882","Dixwell",200606,"1",1,21
"7883","Downtown",200606,"1",1,5
"7884","Dwight",200606,"1",1,5
"7885","East Rock",200606,"1",1,6
"7886","East Shore",200606,"1",1,2
"7887","Edgewood",200606,"1",1,18
"7888","Fair Haven",200606,"1",1,43
"7889","Fair Haven Heights",200606,"1",1,7
"7890","Hill",200606,"1",1,30
"7891","Long Wharf",200606,"1",1,2
"7892","Newhallville",200606,"1",1,25
"7893","Prospect Hill",200606,"1",1,7
"7894","Quinnipiac",200606,"1",1,3
"7895","West River",200606,"1",1,5
"7896","West Rock",200606,"1",1,6
"7897","Westville",200606,"1",1,2
"7898","Wooster Square/Mill River",200606,"1",1,5
"7899","Amity",200607,"1",1,6
"7900","Annex",200607,"1",1,5
"7901","Beaver Hills",200607,"1",1,9
"7902","Dixwell",200607,"1",1,10
"7903","Downtown",200607,"1",1,8
"7904","Dwight",200607,"1",1,18
"7905","East Shore",200607,"1",1,2
"7906","Edgewood",200607,"1",1,5
"7907","Fair Haven",200607,"1",1,39
"7908","Fair Haven Heights",200607,"1",1,3
"7909","Hill",200607,"1",1,30
"7910","Long Wharf",200607,"1",1,6
"7911","Newhallville",200607,"1",1,23
"7912","Prospect Hill",200607,"1",1,12
"7913","Quinnipiac",200607,"1",1,11
"7914","West River",200607,"1",1,10
"7915","West Rock",200607,"1",1,8
"7916","Westville",200607,"1",1,2
"7917","Wooster Square/Mill River",200607,"1",1,9
"7918","Amity",200608,"1",1,7
"7919","Beaver Hills",200608,"1",1,5
"7920","Dixwell",200608,"1",1,20
"7921","Downtown",200608,"1",1,10
"7922","Dwight",200608,"1",1,1
"7923","East Rock",200608,"1",1,13
"7924","Edgewood",200608,"1",1,4
"7925","Fair Haven",200608,"1",1,30
"7926","Fair Haven Heights",200608,"1",1,6
"7927","Hill",200608,"1",1,19
"7928","Long Wharf",200608,"1",1,2
"7929","Newhallville",200608,"1",1,32
"7930","Prospect Hill",200608,"1",1,6
"7931","Quinnipiac",200608,"1",1,8
"7932","West River",200608,"1",1,9
"7933","West Rock",200608,"1",1,15
"7934","Westville",200608,"1",1,2
"7935","Wooster Square/Mill River",200608,"1",1,9
"7936","Amity",200609,"1",1,5
"7937","Annex",200609,"1",1,5
"7938","Beaver Hills",200609,"1",1,3
"7939","Dixwell",200609,"1",1,22
"7940","Downtown",200609,"1",1,7
"7941","Dwight",200609,"1",1,10
"7942","East Rock",200609,"1",1,6
"7943","Edgewood",200609,"1",1,11
"7944","Fair Haven",200609,"1",1,41
"7945","Fair Haven Heights",200609,"1",1,9
"7946","Hill",200609,"1",1,24
"7947","Long Wharf",200609,"1",1,4
"7948","Newhallville",200609,"1",1,17
"7949","Prospect Hill",200609,"1",1,2
"7950","Quinnipiac",200609,"1",1,1
"7951","West River",200609,"1",1,6
"7952","West Rock",200609,"1",1,6
"7953","Westville",200609,"1",1,2
"7954","Wooster Square/Mill River",200609,"1",1,5
"7955","Amity",200610,"1",1,17
"7956","Annex",200610,"1",1,5
"7957","Beaver Hills",200610,"1",1,5
"7958","Dixwell",200610,"1",1,17
"7959","Downtown",200610,"1",1,8
"7960","Dwight",200610,"1",1,8
"7961","East Rock",200610,"1",1,13
"7962","East Shore",200610,"1",1,1
"7963","Edgewood",200610,"1",1,16
"7964","Fair Haven",200610,"1",1,51
"7965","Fair Haven Heights",200610,"1",1,6
"7966","Hill",200610,"1",1,36
"7967","Newhallville",200610,"1",1,13
"7968","Quinnipiac",200610,"1",1,13
"7969","West River",200610,"1",1,10
"7970","West Rock",200610,"1",1,11
"7971","Westville",200610,"1",1,1
"7972","Wooster Square/Mill River",200610,"1",1,10
"7973","Amity",200611,"1",1,12
"7974","Annex",200611,"1",1,6
"7975","Beaver Hills",200611,"1",1,5
"7976","Dixwell",200611,"1",1,26
"7977","Downtown",200611,"1",1,4
"7978","Dwight",200611,"1",1,13
"7979","East Rock",200611,"1",1,1
"7980","Edgewood",200611,"1",1,13
"7981","Fair Haven",200611,"1",1,41
"7982","Fair Haven Heights",200611,"1",1,3
"7983","Hill",200611,"1",1,48
"7984","Long Wharf",200611,"1",1,7
"7985","Newhallville",200611,"1",1,28
"7986","Prospect Hill",200611,"1",1,1
"7987","Quinnipiac",200611,"1",1,2
"7988","West River",200611,"1",1,6
"7989","West Rock",200611,"1",1,10
"7990","Westville",200611,"1",1,2
"7991","Wooster Square/Mill River",200611,"1",1,6
"7992","Amity",200612,"1",1,4
"7993","Annex",200612,"1",1,2
"7994","Beaver Hills",200612,"1",1,14
"7995","Dixwell",200612,"1",1,17
"7996","Downtown",200612,"1",1,2
"7997","Dwight",200612,"1",1,10
"7998","East Rock",200612,"1",1,7
"7999","Edgewood",200612,"1",1,16
"8000","Fair Haven",200612,"1",1,53
"8001","Fair Haven Heights",200612,"1",1,1
"8002","Hill",200612,"1",1,50
"8003","Long Wharf",200612,"1",1,2
"8004","Newhallville",200612,"1",1,12
"8005","Prospect Hill",200612,"1",1,1
"8006","Quinnipiac",200612,"1",1,5
"8007","West River",200612,"1",1,12
"8008","West Rock",200612,"1",1,8
"8009","Wooster Square/Mill River",200612,"1",1,4
"8010","Amity",200701,"1",1,4
"8011","Annex",200701,"1",1,8
"8012","Beaver Hills",200701,"1",1,6
"8013","Dixwell",200701,"1",1,25
"8014","Downtown",200701,"1",1,7
"8015","Dwight",200701,"1",1,4
"8016","East Rock",200701,"1",1,2
"8017","Edgewood",200701,"1",1,5
"8018","Fair Haven",200701,"1",1,41
"8019","Hill",200701,"1",1,23
"8020","Long Wharf",200701,"1",1,2
"8021","Newhallville",200701,"1",1,4
"8022","Prospect Hill",200701,"1",1,2
"8023","Quinnipiac",200701,"1",1,6
"8024","West River",200701,"1",1,15
"8025","West Rock",200701,"1",1,4
"8026","Westville",200701,"1",1,9
"8027","Wooster Square/Mill River",200701,"1",1,4
"8028","Amity",200702,"1",1,7
"8029","Beaver Hills",200702,"1",1,9
"8030","Dixwell",200702,"1",1,16
"8031","Dwight",200702,"1",1,3
"8032","East Rock",200702,"1",1,3
"8033","Edgewood",200702,"1",1,17
